Chromosome	start	end	Name	colour
chr2	8626646	21586	2_0	blue6
chr4	0	21222	4_0	blue8
chr8	0	10002	8_0	blue9
chr10	0	10002	10_0	blue10
chr1	8598	28603	1_0.186010645	blue3
chr1	61015	110915	1_0.949541368	blue4
chr1	78996	110864	1_0.949584852	blue4
chr1	123092	143096	1_1.330942928	blue8
chr1	218379	261179	1_2.283816663	blue6
chr1	256220	276222	1_2.662227357	blue8
chr1	275258	318256	1_2.852604886	blue7
chr1	293863	321663	1_3.038658815	blue5
chr1	372172	392177	1_3.821750609	blue6
chr1	372181	400972	1_3.821837577	blue6
chr1	416061	461976	1_4.347906179	blue9
chr1	534837	558670	1_5.448392878	blue10
chr1	606469	638061	1_6.28059293	blue10
chr1	626771	658444	1_6.484420434	blue9
chr1	721539	741544	1_7.315418632	blue9
chr1	718760	762522	1_7.525207099	blue9
chr1	763407	787339	1_7.734095078	blue9
chr1	759483	787362	1_7.734138561	blue1
chr1	780338	804309	1_7.943070024	blue10
chr1	792993	825060	1_8.150580712	blue9
chr1	813741	845865	1_8.35863464	blue8
chr1	825865	857844	1_8.358678124	blue3
chr1	846616	878453	1_8.566188812	blue9
chr1	834788	866625	1_8.566232296	blue2
chr1	856899	882797	1_8.669012883	blue7
chr1	861223	893030	1_8.771197382	blue7
chr1	887582	919706	1_8.975848671	blue7
chr1	937597	969813	1_9.598109995	blue7
chr1	937899	969821	1_9.598196963	blue5
chr1	945090	976790	1_9.667880486	blue1
chr1	959037	990599	1_9.80596839	blue6
chr1	970599	996348	1_9.806011874	blue2
chr1	985274	1016757	1_10.01021805	blue1
chr1	1029091	1072190	1_10.62188124	blue9
chr1	1114894	1152303	1_11.2489712	blue5
chr1	1181321	1218417	1_12.08415323	blue5
chr1	1198417	1229396	1_12.08419671	blue4
chr1	1187447	1218426	1_12.0842402	blue2
chr1	1260513	1284131	1_12.70515816	blue3
chr1	1256904	1284128	1_12.70520165	blue3
chr1	1277290	1304502	1_12.90898567	blue8
chr1	1277299	1300905	1_12.90902915	blue5
chr1	1287787	1307792	1_12.97789917	blue6
chr1	1294709	1314713	1_13.04711706	blue1
chr1	1301673	1343456	1_13.1167571	blue3
chr1	1317306	1348092	1_13.32705469	blue2
chr1	1466268	1497049	1_14.81676831	blue4
chr1	1524953	1567110	1_15.45956791	blue9
chr1	1577912	1597916	1_15.87914484	blue9
chr1	1598671	1640936	1_16.08673313	blue9
chr1	1619218	1650220	1_16.2922082	blue10
chr1	1639559	1670608	1_16.49561355	blue10
chr1	1676277	1699961	1_16.89959392	blue7
chr1	1720595	1773866	1_17.30598004	blue7
chr1	1687333	1740607	1_17.30602352	blue6
chr1	1741228	1761238	1_17.51233265	blue9
chr1	1761866	1781870	1_17.71868525	blue6
chr1	1782994	1824869	1_17.92996677	blue1
chr1	1782191	1824066	1_18.14064303	blue6
chr1	1804066	1824070	1_18.14068652	blue4
chr1	1835572	1872423	1_18.45574744	blue5
chr1	1829137	1882536	1_18.55986092	blue9
chr1	1866711	1886715	1_18.76713455	blue4
chr1	1873561	1915622	1_18.83563616	blue9
chr1	1908138	1939213	1_19.1814096	blue10
chr1	1988411	2012141	1_20.02139143	blue6
chr1	2042309	2073239	1_20.63237642	blue7
chr1	2073366	2093373	1_20.83368909	blue5
chr1	2073368	2125771	1_20.83373257	blue6
chr1	2093468	2113475	1_21.03472977	blue10
chr1	2114068	2137616	1_21.24070283	blue1
chr1	2110528	2137639	1_21.24074631	blue1
chr1	2172084	2199234	1_21.85649318	blue6
chr1	2172068	2195655	1_21.85653667	blue6
chr1	2247591	2293559	1_22.57593372	blue1
chr1	2231992	2277961	1_22.67959183	blue4
chr1	2278995	2302513	1_22.88997639	blue8
chr1	2338620	2365634	1_23.52136465	blue4
chr1	2362731	2387962	1_23.72733771	blue5
chr1	2402504	2422508	1_24.12506453	blue4
chr1	2441989	2490381	1_24.51991598	blue8
chr1	2413606	2461998	1_24.51995947	blue8
chr1	2441998	2475863	1_24.52000295	blue4
chr1	2496137	2531479	1_25.11287769	blue7
chr1	2479320	2540686	1_25.30684201	blue6
chr1	2520686	2545736	1_25.30688549	blue9
chr1	2535120	2570331	1_25.50160958	blue4
chr1	2529994	2560167	1_25.50165306	blue3
chr1	2559403	2594910	1_25.69405752	blue3
chr1	2563433	2667198	1_25.88838071	blue5
chr1	2529978	2618344	1_26.08339724	blue2
chr1	2627640	2667834	1_26.47737526	blue5
chr1	2676866	2728452	1_26.86868673	blue5
chr1	2715521	2735525	1_27.25523595	blue3
chr1	2729086	2759922	1_27.44482292	blue2
chr1	2772110	2797601	1_27.82113058	blue3
chr1	2766629	2797656	1_27.82117407	blue3
chr1	2766582	2792123	1_27.82121755	blue2
chr1	2773606	2804678	1_27.9467671	blue2
chr1	2791000	2822098	1_28.01002411	blue3
chr1	2779906	2811004	1_28.01002421	blue6
chr1	2809582	2840655	1_28.19585034	blue1
chr1	2904399	2935481	1_29.14401317	blue9
chr1	2942741	2962745	1_29.52743543	blue3
chr1	2980431	3003989	1_29.90433386	blue5
chr1	3018495	3043895	1_30.28497179	blue6
chr1	3033739	3060830	1_30.47281416	blue9
chr1	3052610	3076165	1_30.66163111	blue10
chr1	3113838	3133842	1_31.23840757	blue7
chr1	3113842	3133847	1_31.23845135	blue8
chr1	3172727	3214504	1_31.82730124	blue9
chr1	3213108	3243690	1_32.2311097	blue5
chr1	3273947	3297441	1_32.8394977	blue4
chr1	3295504	3322475	1_33.08993465	blue2
chr1	3377475	3401887	1_33.8747816	blue1
chr1	3389017	3427469	1_34.08256345	blue10
chr1	3418929	3438933	1_34.28931664	blue10
chr1	3418933	3452242	1_34.28936012	blue2
chr1	3462691	3482695	1_34.72693618	blue9
chr1	3526230	3553785	1_35.36232375	blue10
chr1	3518688	3553795	1_35.36242098	blue10
chr1	3588717	3608721	1_35.98719749	blue10
chr1	3651529	3693161	1_36.83159456	blue10
chr1	3687103	3707108	1_36.97105884	blue9
chr1	3694087	3721204	1_37.04089335	blue8
chr1	3749282	3783701	1_37.66457475	blue2
chr1	3756472	3780128	1_37.66474868	blue4
chr1	3792939	3820267	1_38.0659298	blue7
chr1	3799619	3834149	1_38.13317523	blue6
chr1	3813299	3840404	1_38.26859735	blue2
chr1	3836796	3856797	1_38.46796995	blue8
chr1	3856687	3876687	1_38.6668777	blue6
chr1	3917386	3937386	1_39.27386177	blue2
chr1	9684861	3947795	1_39.27394874	blue1
chr1	3947117	3977520	1_39.67518361	blue4
chr1	3957520	3987859	1_39.67522709	blue6
chr1	3997503	4078929	1_40.07512259	blue8
chr1	3936098	4017518	1_40.07516607	blue5
chr1	4004234	4034024	1_40.14236802	blue8
chr1	4017583	4047412	1_40.27586116	blue6
chr1	4007764	4037592	1_40.27590464	blue3
chr1	4037640	4067508	1_40.47642674	blue10
chr1	4078099	4098104	1_40.88102092	blue8
chr1	4128712	4168898	1_41.48844927	blue4
chr1	4159431	4198643	1_41.69433537	blue7
chr1	4140227	4179440	1_41.69437885	blue10
chr1	4200555	4239475	1_42.1055739	blue10
chr1	4181643	4220563	1_42.10561739	blue9
chr1	4231467	4260697	1_42.50694949	blue8
chr1	4301541	4349879	1_43.11543473	blue9
chr1	4273212	4321549	1_43.11547821	blue7
chr1	4321799	4341803	1_43.31801629	blue8
chr1	4332350	4371385	1_43.51901349	blue6
chr1	4465915	4495592	1_44.7591721	blue7
chr1	4487072	4516731	1_44.97074885	blue9
chr1	4508323	4528327	1_45.1832569	blue7
chr1	4510881	4550959	1_45.39350074	blue9
chr1	4531361	4570029	1_45.60027551	blue9
chr1	4632498	4671893	1_46.42500183	blue1
chr1	4643169	4672922	1_46.62920715	blue5
chr1	4675326	4734846	1_47.24844595	blue3
chr1	4714846	4734851	1_47.24848944	blue4
chr1	4746452	4776075	1_47.66072901	blue4
chr1	4794439	4817645	1_48.07643524	blue5
chr1	4797645	4837156	1_48.07647872	blue8
chr1	4861712	4881712	1_48.71712555	blue8
chr1	4861716	4886413	1_48.71716903	blue10
chr1	4877867	4907268	1_48.92563485	blue7
chr1	4877862	4902567	1_48.92567834	blue1
chr1	4892896	4912901	1_49.02896804	blue9
chr1	4903240	4951961	1_49.13245222	blue5
chr1	4874533	4932867	1_49.1324957	blue7
chr1	4924012	4944016	1_49.34014711	blue8
chr1	4924021	4965526	1_49.34023407	blue4
chr1	4933802	5011358	1_49.65305405	blue6
chr1	4950928	5019039	1_49.9698191	blue5
chr1	4995991	5028051	1_50.18049537	blue5
chr1	5045684	5075233	1_50.60477464	blue7
chr1	5045725	5070483	1_50.60481812	blue6
chr1	5071243	5091246	1_50.81246016	blue4
chr1	5071250	5091250	1_50.81250364	blue8
chr1	5092230	5112230	1_51.02230238	blue4
chr1	5092234	5112236	1_51.02234586	blue5
chr1	5082929	5112245	1_51.02243283	blue1
chr1	5173875	5198463	1_51.88461231	blue6
chr1	5221819	5244976	1_52.31821985	blue1
chr1	5239891	5266146	1_52.53027252	blue3
chr1	5264188	5284192	1_52.74190302	blue5
chr1	5271668	5319077	1_52.95441107	blue2
chr1	5307120	5336201	1_53.17123149	blue4
chr1	5321843	5341847	1_53.31845517	blue8
chr1	5311019	5349278	1_53.39276667	blue2
chr1	5369878	5394391	1_53.84388943	blue3
chr1	5419308	5448322	1_54.29310394	blue2
chr1	5463446	5492269	1_54.73448231	blue3
chr1	5553604	5600906	1_55.63606636	blue9
chr1	5589012	5618124	1_56.08121931	blue3
chr1	5632682	5661930	1_56.51928309	blue8
chr1	5663855	5683859	1_56.73857464	blue7
chr1	5708099	5728104	1_57.18101827	blue4
chr1	5732170	5756984	1_57.46982062	blue2
chr1	5741685	5771289	1_57.61287169	blue3
chr1	5859633	5889274	1_58.69635855	blue1
chr1	5871522	5901070	1_58.9106881	blue5
chr1	5897508	5927167	1_59.12319615	blue5
chr1	5913064	5942705	1_59.23066874	blue5
chr1	5923903	5953488	1_59.33905208	blue6
chr1	5969043	5998537	1_59.79045771	blue7
chr1	5969052	5998508	1_59.79054468	blue5
chr1	5998928	6023648	1_60.0893087	blue2
chr1	6084023	6104023	1_60.94023644	blue1
chr1	6106673	6126675	1_61.16673617	blue1
chr1	6129024	6152191	1_61.39026455	blue1
chr1	6125865	6152200	1_61.39030803	blue1
chr1	6148006	6174351	1_61.6117678	blue4
chr1	6173174	6197946	1_61.8317642	blue1
chr1	6190401	6219950	1_62.05171712	blue2
chr1	6190397	6224777	1_62.0517606	blue2
chr1	6252067	6281744	1_62.71742784	blue2
chr1	6261744	6291404	1_62.71747132	blue9
chr1	6300829	6330602	1_63.15697794	blue1
chr1	6322644	6347551	1_63.37549044	blue6
chr1	6414925	6434930	1_64.24927986	blue2
chr1	6414935	6444576	1_64.2493771	blue7
chr1	6405303	6434944	1_64.24942058	blue7
chr1	6418864	6445387	1_64.32116363	blue2
chr1	6426034	6452593	1_64.39304731	blue6
chr1	6433214	6456506	1_64.46503848	blue6
chr1	6438633	6478032	1_64.68029931	blue1
chr1	6459317	6488921	1_64.78919177	blue4
chr1	6528957	6588332	1_65.78330602	blue6
chr1	6568332	6588337	1_65.78334951	blue9
chr1	6590098	6638824	1_66.00103719	blue6
chr1	6561387	6610110	1_66.00108067	blue8
chr1	6624508	6653860	1_66.43858158	blue5
chr1	6633860	6653864	1_66.43862506	blue8
chr1	6633864	6672572	1_66.43866855	blue7
chr1	6655722	6685004	1_66.65724402	blue8
chr1	6666688	6696092	1_66.7669065	blue5
chr1	6692998	6722528	1_67.03000212	blue9
chr1	6723637	6743641	1_67.33639247	blue8
chr1	6731101	6808853	1_67.41103916	blue1
chr1	6745892	6775106	1_67.5589459	blue8
chr1	6751958	6815759	1_67.98856951	blue7
chr1	6807305	6841274	1_68.3127228	blue6
chr1	6832058	6852062	1_68.42060728	blue7
chr1	6856092	6885496	1_68.70789192	blue10
chr1	6870322	6895032	1_68.85030371	blue3
chr1	6896016	6920830	1_69.06018941	blue6
chr1	6891212	6920871	1_69.06023289	blue8
chr1	6912211	6941870	1_69.27059357	blue9
chr1	6933228	6958041	1_69.48039231	blue7
chr1	6959343	6986596	1_69.69345199	blue8
chr1	6952098	6986664	1_69.69349548	blue8
chr1	7001177	7040728	1_70.11179236	blue7
chr1	7021852	7051720	1_70.31854555	blue4
chr1	7042450	7072260	1_70.52452975	blue6
chr1	7063049	7092859	1_70.73051395	blue4
chr1	7083991	7123582	1_70.939934	blue9
chr1	7104933	7124937	1_71.14935406	blue8
chr1	7106411	7155220	1_71.35658421	blue5
chr1	7146379	7176038	1_71.56381435	blue3
chr1	7156947	7186661	1_71.66949868	blue5
chr1	7167598	7226888	1_71.77600678	blue2
chr1	7185673	7212144	1_71.98903307	blue3
chr1	7185666	7212162	1_71.98907655	blue1
chr1	7204821	7234671	1_72.19766165	blue9
chr1	7230262	7269509	1_72.40264727	blue5
chr1	7240783	7260787	1_72.5078557	blue4
chr1	7284477	7313934	1_73.03932357	blue9
chr1	7315418	7340101	1_73.25420574	blue9
chr1	7332596	7361966	1_73.47277199	blue5
chr1	7349964	7379439	1_73.69437139	blue5
chr1	7393058	7422625	1_74.12623403	blue3
chr1	7424105	7473275	1_74.34107271	blue4
chr1	7394943	7444113	1_74.3411162	blue1
chr1	7434883	7458179	1_74.44885996	blue8
chr1	7485596	7512156	1_74.98873977	blue5
chr1	7507211	7530498	1_75.20496511	blue8
chr1	7492215	7551894	1_75.41889304	blue9
chr1	7539102	7568743	1_75.49104788	blue7
chr1	7565401	7605058	1_75.8526881	blue3
chr1	7587064	7616855	1_76.06853478	blue6
chr1	7641523	7661527	1_76.51525694	blue2
chr1	7660579	7687171	1_76.73878532	blue2
chr1	7749460	7772751	1_77.62749813	blue6
chr1	7774557	7814380	1_77.84559874	blue2
chr1	7796464	7826332	1_78.06466385	blue2
chr1	7813655	7843748	1_78.28721858	blue1
chr1	7865532	7926686	1_78.75534387	blue5
chr1	7884730	7911433	1_78.9808882	blue2
chr1	7910048	7933450	1_79.20050487	blue2
chr1	7906655	7933472	1_79.20054835	blue8
chr1	7973192	7996631	1_79.86628899	blue2
chr1	7998684	8018698	1_80.08687015	blue3
chr1	8037586	8067435	1_80.52505305	blue4
chr1	8063895	8088838	1_80.73898098	blue3
chr1	8106478	8146297	1_81.16480866	blue9
chr1	8128156	8148160	1_81.3815856	blue8
chr1	8149272	8179045	1_81.59274952	blue7
chr1	8191241	8211245	1_82.01243395	blue1
chr1	8184724	8297052	1_82.22497522	blue7
chr1	8233966	8263757	1_82.43968245	blue7
chr1	8255734	8275739	1_82.65737013	blue6
chr1	8299212	8319219	1_83.09215022	blue2
chr1	8320593	8371965	1_83.30598092	blue3
chr1	8375179	8405669	1_83.95667197	blue4
chr1	8406599	8437221	1_84.1660144	blue3
chr1	8493152	8534143	1_85.03154188	blue2
chr1	8536906	8567180	1_85.46908627	blue4
chr1	8536915	8567188	1_85.46917324	blue1
chr1	8570290	8600564	1_85.90562072	blue6
chr1	8588510	8649653	1_86.12275682	blue5
chr1	8574901	8622282	1_86.1228003	blue3
chr1	8613406	8643619	1_86.23408738	blue5
chr1	8614418	8644630	1_86.3462852	blue4
chr1	8624630	8675807	1_86.34632869	blue5
chr1	8615502	8666679	1_86.5667702	blue7
chr1	8646679	8671916	1_86.56681368	blue1
chr1	8663450	8688732	1_86.78729868	blue7
chr1	8691015	8716257	1_87.01017833	blue9
chr1	8685782	8716290	1_87.01022182	blue6
chr1	8702773	8733352	1_87.23350178	blue10
chr1	8713352	8743821	1_87.23354526	blue1
chr1	8757583	8809695	1_87.67585844	blue8
chr1	8801416	8821421	1_88.11419155	blue6
chr1	8790522	8821425	1_88.11423513	blue7
chr1	8811957	8842955	1_88.32952919	blue1
chr1	8826632	8868606	1_88.4755607	blue4
chr1	8833983	8875349	1_88.54904843	blue1
chr1	8856166	8886569	1_88.76567439	blue4
chr1	8910127	8940466	1_89.20129803	blue5
chr1	8954238	8984204	1_89.64240743	blue5
chr1	8975719	9005586	1_89.8572129	blue5
