Chromosome	start	end	Name	colour
chr8	0	10002	8_0	red9
chr1	110633	139379	1_1.206355958	red10
chr1	130111	158934	1_1.401134529	red10
chr1	248604	273132	1_2.586067852	red9
chr1	244084	273111	1_2.586111336	red10
chr1	268120	297168	1_2.781224353	red10
chr1	287677	316789	1_2.976793488	red10
chr1	343678	368149	1_3.581476306	red10
chr1	348149	377324	1_3.58151979	red10
chr1	389062	412027	1_3.990644995	red10
chr1	449149	475077	1_4.62112237	red10
chr1	473030	497497	1_4.830325004	red10
chr1	489123	513596	1_5.035940796	red10
chr1	534047	554051	1_5.440493482	red10
chr1	597232	626379	1_6.072347397	red10
chr1	618395	641501	1_6.283977904	red10
chr1	682384	711382	1_6.923863701	red10
chr1	703456	727927	1_7.134583454	red10
chr1	831961	870599	1_8.419639329	red10
chr1	852262	872266	1_8.622643048	red10
chr1	873363	902697	1_8.926956244	red10
chr1	913024	942307	1_9.2302717	red10
chr1	944215	973585	1_9.635834029	red10
chr1	1013185	1039642	1_10.26405915	red10
chr1	1037256	1057256	1_10.47256846	red10
chr1	1184925	1214345	1_11.94927902	red10
chr1	1206130	1230838	1_12.16133169	red10
chr1	1248311	1268311	1_12.58311907	red10
chr1	1306704	1336404	1_13.21536159	red9
chr1	1322977	1352654	1_13.42652645	red10
chr1	1332654	1357506	1_13.42656993	red7
chr1	1414437	1444167	1_14.29287522	red8
chr1	1437847	1464355	1_14.51102854	red1
chr1	1462251	1487113	1_14.72253792	red8
chr1	1478531	1503368	1_14.93365929	red5
chr1	1504655	1534259	1_15.14657923	red7
chr1	1542729	1567538	1_15.5753644	red7
chr1	1612064	1632069	1_16.22067005	red9
chr1	1650050	1674886	1_16.64884056	red8
chr1	1694465	1720897	1_17.07679121	red7
chr1	1737341	1760564	1_17.50561945	red7
chr1	1735699	1765429	1_17.50579339	red7
chr1	1784448	1823699	1_18.13697788	red7
chr1	1803699	1823704	1_18.13702136	red7
chr1	1810778	1835555	1_18.20781009	red8
chr1	1820307	1845049	1_18.35047223	red7
chr1	1846072	1894744	1_18.56076982	red6
chr1	1817413	1866083	1_18.56081331	red7
chr1	1908837	1928841	1_19.18839676	red2
chr1	1908847	1938414	1_19.18849399	red6
chr1	1936557	1962928	1_19.49735601	red2
chr1	1965525	1990453	1_19.8045157	red6
chr1	2032298	2052302	1_20.42300544	red7
chr1	2068666	2098320	1_20.83479886	red5
chr1	2073486	2103277	1_20.83488583	red10
chr1	2110046	2139895	1_21.24965051	red6
chr1	2105007	2134975	1_21.24973748	red5
chr1	2135225	2165354	1_21.45227555	red6
chr1	2175296	2205721	1_21.85298457	red4
chr1	2276830	2296834	1_22.86832349	red4
chr1	2307267	2337458	1_23.27456532	red4
chr1	2357898	2382936	1_23.67900851	red4
chr1	2357911	2377916	1_23.67913896	red2
chr1	2458031	2483153	1_24.68033221	red7
chr1	2487626	2517717	1_25.07714921	red3
chr1	2517695	2542839	1_25.27697704	red5
chr1	2531910	2562205	1_25.47051993	red4
chr1	2556110	2597242	1_25.66112584	red4
chr1	2632233	2657645	1_26.42235261	red4
chr1	2639943	2670798	1_26.60796132	red4
chr1	2665790	2692924	1_26.79364685	red6
chr1	2665809	2700129	1_26.79369033	red4
chr1	2706679	2737729	1_27.16681706	red6
chr1	2733186	2764236	1_27.5423444	red7
chr1	2789331	2821001	1_28.10998985	red8
chr1	2852930	2880597	1_28.66775648	red9
chr1	2852966	2880633	1_28.66788694	red8
chr1	2862294	2890009	1_28.76139101	red9
chr1	2871556	2895428	1_28.85426578	red10
chr1	2926010	2951732	1_29.41730511	red10
chr1	2931732	2986312	1_29.41734859	red9
chr1	2906760	2961339	1_29.51337774	red10
chr1	2950870	2970874	1_29.60872383	red10
chr1	2950874	2976590	1_29.60876731	red10
chr1	2969635	3000733	1_29.7963817	red10
chr1	3007996	3050259	1_30.17998354	red10
chr1	3027204	3047208	1_30.37206307	red10
chr1	3046223	3077270	1_30.56225708	red10
chr1	3072815	3103862	1_30.93860824	red10
chr1	3139460	3170269	1_31.49463062	red6
chr1	3157891	3188725	1_31.67893977	red8
chr1	3157900	3200113	1_31.67902674	red5
chr1	3176047	3207145	1_31.86049676	red6
chr1	3194254	3217917	1_32.04256288	red5
chr1	3202993	3230301	1_32.1664981	red5
chr1	3209241	3232895	1_32.22893134	red7
chr1	3212895	3243967	1_32.22897483	red7
chr1	3257455	3288730	1_32.78728718	red8
chr1	3268730	3292515	1_32.78733067	red4
chr1	3323766	3343771	1_33.3376886	red5
chr1	3396555	3420271	1_34.06557834	red6
chr1	3429005	3456366	1_34.42696251	red8
chr1	3445207	3475993	1_34.60595035	red8
chr1	3505765	3529373	1_35.1576779	red8
chr1	3559618	3590358	1_35.69620247	red7
chr1	3577575	3608246	1_35.87577602	red6
chr1	3664878	3692081	1_36.78470557	red5
chr1	3773172	3798546	1_37.88543945	red6
chr1	3804091	3834903	1_38.2490088	red4
chr1	3816459	3847247	1_38.37245543	red6
chr1	3846545	3910276	1_39.00273967	red5
chr1	3898450	3929377	1_39.19375746	red7
chr1	3941906	3967469	1_39.57467688	red6
chr1	3997035	4022539	1_40.12537144	red4
chr1	4056954	4132515	1_40.66956264	red8
chr1	4092207	4117573	1_41.02209203	red8
chr1	4089365	4120105	1_41.04729916	red8
chr1	4124662	4150040	1_41.40038119	red9
chr1	4074733	4150048	1_41.40046816	red8
chr1	4166348	4197497	1_41.76351032	red8
chr1	4167030	4198179	1_41.88177653	red10
chr1	4201913	4244027	1_42.11915568	red9
chr1	4210615	4252389	1_42.42387728	red9
chr1	4238495	4258499	1_42.48497763	red10
chr1	4299401	4352376	1_43.42374273	red10
chr1	4366215	4408038	1_43.98035931	red3
chr1	4397372	4428135	1_44.0737432	red9
chr1	4395900	4426663	1_44.16661797	red6
chr1	4414653	4445370	1_44.35368053	red6
chr1	4419959	4450748	1_44.35376749	red2
chr1	4447911	4489502	1_44.79500037	red8
chr1	4475795	4499432	1_44.85797595	red10
chr1	4478484	4505760	1_44.92119975	red9
chr1	4517056	4540703	1_45.30701213	red9
chr1	4506374	4560021	1_45.50019688	red10
chr1	4633891	4665264	1_46.49572472	red10
chr1	4633884	4659578	1_46.4957682	red9
chr1	4658667	4702085	1_46.68669903	red10
chr1	4684562	4716454	1_47.06452387	red10
chr1	4714942	4738909	1_47.24944952	red8
chr1	4717116	4745063	1_47.31087479	red10
chr1	4733293	4759261	1_47.43295531	red10
chr1	4751457	4783521	1_47.61459867	red9
chr1	4769553	4801675	1_47.79555898	red10
chr1	4757440	4789562	1_47.79560246	red10
chr1	4769562	4801626	1_47.91624259	red8
chr1	4787644	4813782	1_47.97646542	red10
chr1	4817785	4856281	1_48.33983242	red10
chr1	4872672	4898997	1_48.82674193	red10
chr1	4890637	4917025	1_49.07023441	red9
chr1	4902772	4939572	1_49.25321127	red9
chr1	4929235	4957765	1_49.4348655	red7
chr1	4929211	4957799	1_49.43490898	red7
chr1	4956644	4989721	1_49.79718833	red9
chr1	4969721	5002935	1_49.79723181	red5
chr1	4969729	5003123	1_49.79731878	red9
chr1	5030018	5063411	1_50.53409632	red9
chr1	5043411	5076911	1_50.5341398	red9
chr1	5080173	5106754	1_50.90176102	red8
chr1	5117476	5150762	1_51.27479118	red7
chr1	5104200	5142000	1_51.27483466	red6
chr1	5131264	5155721	1_51.45719188	red5
chr1	5135721	5160178	1_51.45723536	red7
chr1	5149584	5178589	1_51.64072074	red7
chr1	5149558	5174078	1_51.64076422	red6
chr1	5154078	5214702	1_51.6408077	red7
chr1	5210063	5230065	1_52.20065303	red8
chr1	5216410	5236410	1_52.26410452	red8
chr1	5222787	5242787	1_52.32787065	red9
chr1	5229202	5262630	1_52.39204867	red6
chr1	5248121	5272589	1_52.58123402	red9
chr1	5262726	5291634	1_52.77183993	red7
chr1	5366444	5393140	1_53.76447144	red9
chr1	5426206	5452764	1_54.36208481	red9
chr1	5439227	5465716	1_54.55714408	red9
chr1	5461056	5489579	1_54.75307061	red9
chr1	5480352	5504626	1_54.94624509	red10
chr1	5480363	5508904	1_54.94637555	red8
chr1	5519168	5543437	1_55.33435498	red8
chr1	5536250	5569293	1_55.46252682	red2
chr1	5529657	5562699	1_55.52697601	red6
chr1	5616700	5641176	1_56.31174484	red9
chr1	5607865	5641185	1_56.31183181	red8
chr1	5681009	5714384	1_56.91011372	red5
chr1	5739889	5759893	1_57.49891758	red8
chr1	5753027	5786271	1_57.69640468	red7
chr1	5759454	5799263	1_57.76085387	red2
chr1	5779041	5812221	1_57.89043531	red6
chr1	5765869	5812400	1_57.89047879	red6
chr1	5818463	5851818	1_58.4181619	red8
chr1	5844689	5877972	1_58.67969867	red7
chr1	5864551	5897763	1_58.7455345	red5
chr1	5857953	5891165	1_58.81163123	red7
chr1	5871192	5904436	1_58.87805288	red5
chr1	5897303	5923969	1_59.0730584	red7
chr1	5929808	5963722	1_59.468	red8
chr1	5956266	6003750	1_59.6626916	red9
chr1	5988121	6021946	1_60.05005437	red10
chr1	6045801	6079779	1_60.62820071	red8
chr1	6071952	6120135	1_60.81954343	red9
chr1	6078273	6098277	1_60.88275697	red7
chr1	6084599	6109378	1_60.94601398	red8
chr1	6086158	6115677	1_61.00935797	red7
chr1	6092705	6117415	1_61.07413207	red6
chr1	6096812	6130457	1_61.20455781	red6
chr1	6116278	6149669	1_61.39667057	red1
chr1	6112874	6159194	1_61.49191942	red8
chr1	6148734	6181606	1_61.58736275	red7
chr1	6148742	6175119	1_61.58744972	red7
chr1	6206910	6265717	1_62.16913018	red3
